City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,deir ez-zor,35.3359,40.1408,21.89,46,0,1.22,SY,1699214922
282,salinopolis,-0.6136,-47.3561,28.6,75,38,5.45,BR,1699214922
283,kristinestad,62.2743,21.376,4.5,99,100,2.91,FI,1699214922
284,carnarvon,-24.8667,113.6333,20.84,86,95,6.69,AU,1699214922
285,bardai,11.65,7.2333,26.8,31,73,3.96,NG,1699214922
286,rutland,43.6167,-73.0162,12.92,60,75,3.6,US,1699214815
287,song cau,13.45,109.2167,24.53,92,26,2.03,VN,1699214923
288,bathsheba,13.2167,-59.5167,26.34,94,75,1.03,BB,1699214923
289,al bayda',32.7627,21.7551,17.46,68,0,2.36,LY,1699214923
290,mar del plata,-38.0023,-57.5575,26.02,67,0,7.6,AR,1699214814
291,cove,7.221,2.3402,25.95,83,95,2.25,BJ,1699214923
292,castrovillari,39.8203,16.2123,16.13,84,43,5.07,IT,1699214923
293,sankt johann in tirol,47.5233,12.4232,7.14,91,52,1.78,AT,1699214924
294,saint-philippe,-21.3585,55.7679,21.17,87,72,5.46,RE,1699214924
295,woods creek,47.8787,-121.8985,14.4,73,100,1.34,US,1699214924
296,saint-francois,46.4154,3.9054,11.69,68,0,4.12,FR,1699214924
297,presidente epitacio,-21.7633,-52.1156,29.54,29,7,2.67,BR,1699214924
298,arteche,12.2645,125.4048,26.07,85,12,1.11,PH,1699214924
299,emerald,-23.5333,148.1667,20.19,85,86,6.36,AU,1699214924
300,island harbour,50.724,-1.2758,11.66,82,100,3.13,GB,1699214925
301,robore,-18.3333,-59.75,39.83,17,8,4.03,BO,1699214925
302,hamilton,39.1834,-84.5333,18.29,38,0,2.06,US,1699214336
303,matai,-8.3,31.5167,16.92,90,94,1.37,TZ,1699214925
304,el colomo,19.05,-104.25,30.99,67,73,3.33,MX,1699214925
305,ar ruways,24.1103,52.7306,28.14,55,0,4.13,AE,1699214925
306,grand falls-windsor,48.9332,-55.6649,8.61,82,100,4.04,CA,1699214925
307,lompoc,34.6391,-120.4579,27.79,85,100,5.81,US,1699214926
308,hammerfest,70.6634,23.6821,-0.75,80,75,5.14,NO,1699214926
309,cuito,-12.3833,16.9333,16.5,92,100,1.11,AO,1699214926
310,burumburum,11.3911,8.7234,25.84,29,6,2.57,NG,1699214926
311,antsiranana,-12.2787,49.2917,25.12,79,13,7.0,MG,1699214926
312,miesbach,47.789,11.8338,9.42,70,38,5.78,DE,1699214926
313,paris,48.8534,2.3488,11.43,83,0,6.17,FR,1699214750
314,trairi,-3.2778,-39.2689,27.53,74,17,5.6,BR,1699214658
315,acarau,-2.8856,-40.12,27.7,75,9,8.39,BR,1699214927
316,puerto baquerizo moreno,-0.9,-89.6,24.86,71,60,5.25,EC,1699214927
317,"laikit, laikit ii (dimembe)",1.4792,124.9735,22.47,88,20,1.03,ID,1699214927
318,dwarka,22.2394,68.9678,27.77,58,45,3.89,IN,1699214927
319,east london,-33.0153,27.9116,19.29,85,59,3.82,ZA,1699214927
320,santa terezinha,-29.9002,-50.0904,19.0,66,98,3.88,BR,1699214928
321,new norfolk,-42.7826,147.0587,10.72,93,39,0.85,AU,1699214928
322,cambria,35.5641,-121.0808,25.31,86,52,1.79,US,1699214928
323,fale old settlement,-9.3852,-171.2468,28.2,76,100,3.51,TK,1699214928
324,mgandu,-5.95,34.1333,20.88,63,97,3.35,TZ,1699214928
325,yelizovo,53.1873,158.3805,1.56,82,75,1.79,RU,1699214928
326,saint croix,17.7397,-64.7388,30.25,76,0,5.66,VI,1699214929
327,kurumkan,54.3,110.3,-10.49,57,100,1.79,RU,1699214929
328,pedro escobedo,20.5,-100.1333,24.01,22,0,5.14,MX,1699214929
329,san fernando,15.0286,120.6898,26.85,91,81,1.75,PH,1699214929
330,qobustan,40.0824,49.412,17.8,90,7,3.31,AZ,1699214929
331,radnevo,42.3,25.9333,16.75,63,0,4.9,BG,1699214929
332,baiti,13.745,-14.7482,32.38,40,39,2.76,SN,1699214930
333,susuman,62.7833,148.1667,-25.63,99,92,1.15,RU,1699214930
334,cockburn town,21.4612,-71.1419,28.09,70,99,4.94,TC,1699214930
335,crane,31.3974,-102.3501,24.91,31,100,4.57,US,1699214930
336,rongelap,11.1635,166.8941,28.23,72,100,8.23,MH,1699214930
337,kill devil hills,36.0307,-75.676,18.88,63,0,4.12,US,1699214930
338,tidjikja,18.5564,-11.4271,29.42,15,3,4.46,MR,1699214930
339,st. thomas,42.7736,-81.1804,12.08,63,98,3.6,CA,1699214740
340,newport,51.5877,-2.9984,10.25,89,100,7.87,GB,1699214871
341,saldanha,-33.0117,17.9442,17.03,93,37,4.95,ZA,1699214653
342,queenstown,-31.8976,26.8753,16.63,80,99,1.64,ZA,1699214931
343,forster,-32.1667,152.5167,14.65,100,99,2.77,AU,1699214931
344,richards bay,-28.783,32.0377,21.44,88,97,4.25,ZA,1699214931
345,sarkand,45.41,79.9186,4.84,53,10,1.19,KZ,1699214932
346,woolgoolga,-30.1106,153.2007,16.13,88,96,2.71,AU,1699214932
347,marsh harbour,26.5412,-77.0636,25.54,76,53,6.41,BS,1699214724
348,yarmouth,41.7057,-70.2286,16.08,66,0,5.14,US,1699214932
349,vilyuysk,63.7553,121.6247,-23.55,99,41,1.77,RU,1699214932
350,linxia chengguanzhen,35.6003,103.2064,0.4,57,0,0.33,CN,1699214932
351,yuzhno-kurilsk,44.0306,145.8556,8.54,81,92,4.86,RU,1699214932
352,hotan,37.0997,79.9269,8.53,22,0,0.51,CN,1699214933
353,buenavista del norte,28.3746,-16.861,24.72,79,43,5.78,ES,1699214933
354,kuusamo,65.9667,29.1833,-0.98,100,100,0.0,FI,1699214933
355,leh,34.1667,77.5833,0.42,32,1,1.39,IN,1699214933
356,telsiai,55.9814,22.2472,7.21,92,100,4.7,LT,1699214933
357,taoudenni,22.6783,-3.9836,31.79,9,0,3.01,ML,1699214933
358,maceio,-9.6658,-35.7353,28.69,69,0,6.17,BR,1699214692
359,slave lake,55.2834,-114.769,1.99,100,100,1.03,CA,1699214934
360,pokhara,28.2333,83.9833,15.19,65,1,2.32,NP,1699214934
361,haymana,39.4321,32.4973,14.2,67,73,4.48,TR,1699214934
362,duba,27.3513,35.6901,28.39,57,4,3.86,SA,1699214934
363,boone,39.0334,-92.3335,21.14,51,73,1.79,US,1699214729
364,merizo village,13.2658,144.6691,27.85,89,19,8.0,GU,1699214935
365,angola,-12.5,18.5,18.43,92,100,0.62,AO,1699214935
366,buala,-8.145,159.5921,26.46,85,100,1.81,SB,1699214935
367,taihecun,45.8,130.85,-4.98,94,100,5.14,CN,1699214935
368,rio de janeiro,-22.9028,-43.2075,24.97,61,75,9.77,BR,1699214690
369,arno,60.1167,18.6333,7.1,94,86,3.65,SE,1699214935
370,east ballina,-28.8667,153.5833,17.11,79,86,2.21,AU,1699214936
371,bridgewater,44.3835,-64.5155,13.79,71,100,4.12,CA,1699214727
372,cill airne,52.05,-9.5167,7.73,85,35,4.18,IE,1699214902
373,fort-shevchenko,44.5086,50.263,14.76,84,17,4.74,KZ,1699214936
374,dzhalagash,45.0833,64.6667,10.33,38,100,6.59,KZ,1699214937
375,puerto aysen,-45.4,-72.7,11.24,84,65,1.5,CL,1699214937
376,santa luzia,-19.7697,-43.8514,32.5,45,42,0.34,BR,1699214937
377,aki,33.5,133.9,21.47,91,100,5.15,JP,1699214937
378,san patricio,28.017,-97.5169,29.37,47,100,3.9,US,1699214937
379,talara,-4.5772,-81.2719,25.42,65,0,8.75,PE,1699214771
380,chagoda,59.164,35.3285,5.4,96,69,1.44,RU,1699214937
381,navalmoral de la mata,39.8916,-5.5406,10.57,78,10,4.04,ES,1699214938
382,bull savanna,17.8868,-77.5902,28.97,67,67,6.15,JM,1699214938
383,damghan,36.1683,54.348,14.02,56,8,0.62,IR,1699214938
384,huarmey,-10.0681,-78.1522,22.39,70,62,5.34,PE,1699214938
385,port saint john's,-31.6229,29.5448,19.99,91,97,2.91,ZA,1699214938
386,al jawf,29.5,38.75,23.67,46,6,4.48,SA,1699214938
387,sussex,41.1834,-74.6663,18.07,53,75,4.12,US,1699214939
388,charlottetown,46.2352,-63.1267,6.29,67,75,4.12,CA,1699214707
389,al ghayzah,16.2079,52.176,26.92,71,4,2.84,YE,1699214939
390,klyuchi,52.2667,79.1667,-4.55,94,17,1.69,RU,1699214939
391,illizi,26.4833,8.4667,26.41,11,0,4.14,DZ,1699214939
392,amahai,-3.3333,128.9167,25.37,87,82,1.67,ID,1699214939
393,el calafate,-50.3408,-72.2768,10.52,47,79,4.86,AR,1699214940
394,tomohon,1.3346,124.8392,19.52,91,99,0.3,ID,1699214940
395,ketchikan,55.3422,-131.6461,11.26,87,100,6.69,US,1699214940
396,hualien city,23.9769,121.6044,24.34,74,91,2.33,TW,1699214940
397,bhachau,23.2833,70.35,28.11,31,45,3.37,IN,1699214940
398,kaitong,44.8135,123.15,-3.36,87,100,12.43,CN,1699214941
399,usinsk,65.9939,57.5281,-3.85,96,100,6.71,RU,1699214941
400,nyaunglebin,17.95,96.7333,23.43,94,99,2.17,MM,1699214941
401,grao de murviedro,39.6417,-0.2389,17.92,54,0,1.03,ES,1699214652
402,mansa,29.9833,75.3833,20.21,23,0,1.91,IN,1699214941
403,la ligua,-32.4524,-71.2311,19.43,54,0,3.59,CL,1699214941
404,barcelos,41.5388,-8.6151,15.08,86,45,3.85,PT,1699214942
405,severnoye,56.3491,78.3619,-4.45,90,57,4.47,RU,1699214942
406,angra do heroismo,38.65,-27.2167,14.51,80,61,4.54,PT,1699214942
407,burutu,5.3509,5.5076,26.41,84,93,2.34,NG,1699214943
408,horta,38.5333,-28.6333,14.45,77,40,3.13,PT,1699214943
409,patterson,37.4716,-121.1297,23.15,60,100,1.39,US,1699214943
410,tono,39.3167,141.5333,13.24,98,93,1.28,JP,1699214943
411,wewak,-3.5534,143.6268,25.93,86,100,1.17,PG,1699214944
412,chegdomyn,51.1167,133.0167,-14.88,84,2,0.46,RU,1699214944
413,bruckmuhl,47.8833,11.9167,10.66,69,60,3.13,DE,1699214944
414,preetz,54.2333,10.2833,10.04,96,100,2.57,DE,1699214944
415,chonchi,-42.6128,-73.8092,9.51,99,100,1.4,CL,1699214945
416,naze,28.3667,129.4833,23.03,79,30,5.44,JP,1699214945
417,zyrya,40.3661,50.2917,19.05,84,7,6.73,AZ,1699214945
418,yaren,-0.5472,166.916,28.77,78,100,5.92,NR,1699214945
419,padangsidempuan,1.3667,99.2667,22.04,99,98,0.37,ID,1699214946
420,kimbe,-5.5502,150.1429,24.43,92,99,1.47,PG,1699214946
421,lupane,-18.9315,27.807,26.22,33,55,2.08,ZW,1699214946
422,glace bay,46.1969,-59.957,8.83,79,100,2.06,CA,1699214664
423,nobres,-14.7203,-56.3275,38.67,27,27,2.39,BR,1699214880
424,cerqueira cesar,-23.0356,-49.1661,26.03,40,0,3.69,BR,1699214745
425,shitanjing,39.2342,106.3439,-4.62,43,1,1.77,CN,1699214948
426,greymouth,-42.4667,171.2,10.77,75,58,4.02,NZ,1699214891
427,cam ranh,11.9214,109.1591,25.98,94,20,0.51,VN,1699214948
428,mana,5.6592,-53.7767,28.37,77,15,5.58,GF,1699214948
429,zhosaly,45.4878,64.0781,10.03,36,100,6.93,KZ,1699214948
430,skowhegan,44.7651,-69.7192,13.31,51,75,3.78,US,1699214691
431,tumut,-35.3,148.2167,10.97,83,4,1.6,AU,1699214949
432,ad dilam,23.9915,47.1627,26.23,40,5,0.86,SA,1699214949
433,jasidih,24.5167,86.65,20.82,53,1,0.33,IN,1699214949
434,rio grande,-32.035,-52.0986,23.06,66,70,3.94,BR,1699214949
435,sangmelima,2.9333,11.9833,21.11,98,100,0.57,CM,1699214950
436,cidreira,-30.1811,-50.2056,18.69,67,99,4.24,BR,1699214950
437,vernon,50.2581,-119.2691,11.45,78,83,0.89,CA,1699214950
438,progreso,21.2833,-89.6667,30.62,65,100,6.7,MX,1699214950
439,harstad,68.799,16.5293,2.31,83,74,5.81,NO,1699214950
440,singaparna,-7.3515,108.111,22.57,97,96,1.05,ID,1699214951
441,wattegama,6.7989,81.4808,23.76,94,94,0.59,LK,1699214951
442,fort st. john,56.2499,-120.8529,-0.68,98,93,1.31,CA,1699214951
443,khalkhal,37.6189,48.5258,8.89,61,0,1.75,IR,1699214952
444,stanwood,48.2412,-122.3707,15.2,76,20,5.66,US,1699214952
445,khorixas,-20.3667,14.9667,19.28,28,5,5.04,NA,1699214952
446,khandyga,62.6667,135.6,-20.99,100,100,0.43,RU,1699214952
447,kununurra,-15.7667,128.7333,23.99,88,70,1.54,AU,1699214953
448,manadhoo,5.7667,73.3833,27.65,72,94,2.65,MV,1699214953
449,jincheng,35.5022,112.8328,3.51,31,0,9.14,CN,1699214953
450,salalah,17.0151,54.0924,27.05,78,20,1.54,OM,1699214953
451,toliara,-23.35,43.6667,24.53,81,84,2.13,MG,1699214954
452,hinton,53.4001,-117.5857,7.51,72,41,2.93,CA,1699214954
453,dunedin,-45.8742,170.5036,9.69,69,13,0.65,NZ,1699214693
454,obock,12.25,43.0833,22.16,76,6,6.65,DJ,1699214954
455,caleta de carquin,-11.0925,-77.6267,21.42,72,63,5.25,PE,1699214954
456,taroa,8.7058,171.2275,28.17,76,91,9.02,MH,1699214954
457,villa gesell,-37.2639,-56.973,21.14,54,100,6.12,AR,1699214955
458,metro,-5.1131,105.3067,24.02,90,90,1.97,ID,1699214955
459,solleftea,63.1667,17.2667,0.92,99,100,0.31,SE,1699214955
460,shashemene,7.2,38.6,14.82,95,100,1.4,ET,1699214955
461,caninde,-4.3589,-39.3117,33.83,36,14,4.51,BR,1699214956
462,buritis,-15.6178,-46.4233,33.55,39,92,0.9,BR,1699214956
463,manturovo,58.3353,44.7619,2.66,77,100,5.02,RU,1699214956
464,at taj,24.2049,23.2857,23.39,22,0,4.62,LY,1699214956
465,vorkuta,67.5,64.0,-11.37,98,93,2.81,RU,1699214956
466,uberlandia,-18.9186,-48.2772,30.66,25,10,2.62,BR,1699214957
467,carutapera,-1.195,-46.02,28.8,70,42,3.95,BR,1699214957
468,lampasas,31.2168,-98.2336,25.16,57,0,4.12,US,1699214957
469,nova sintra,14.8667,-24.7167,23.82,75,11,3.22,CV,1699214957
470,ubari,26.5921,12.7805,24.79,16,0,3.1,LY,1699214957
471,scottburgh,-30.2867,30.7532,20.5,92,100,1.49,ZA,1699214958
472,fort bragg,35.139,-79.006,24.34,30,0,3.09,US,1699214958
473,lerwick,60.1545,-1.1494,9.0,86,100,5.21,GB,1699214958
474,johnstone,55.8291,-4.5161,8.78,90,100,0.51,GB,1699214958
475,hobyo,5.3505,48.5268,27.22,78,100,2.25,SO,1699214958
476,holualoa,19.6228,-155.9522,27.15,62,20,3.09,US,1699214959
477,burang,30.25,81.1667,-0.73,63,4,0.92,CN,1699214959
478,srandakan,-7.9386,110.2506,25.02,91,100,2.24,ID,1699214959
479,kailua-kona,19.6406,-155.9956,29.22,62,20,3.09,US,1699214894
480,nantucket,41.2835,-70.0995,16.08,59,0,4.63,US,1699214948
481,kavieng,-2.5744,150.7967,27.41,78,27,1.25,PG,1699214960
482,smithers,54.7804,-127.1743,6.18,93,100,3.6,CA,1699214714
483,loreto,22.2667,-101.9667,23.87,16,31,4.64,MX,1699214960
484,saudarkrokur,65.7461,-19.6394,0.69,89,100,8.35,IS,1699214960
485,ardestan,33.3761,52.3694,15.98,57,0,0.88,IR,1699214961
486,abaete,-19.16,-45.4458,30.38,28,4,3.01,BR,1699214961
487,aoulef,26.9667,1.0833,27.64,12,0,1.11,DZ,1699214961
488,berriane,32.8265,3.7669,21.87,23,3,0.76,DZ,1699214961
489,callao,-12.0667,-77.15,21.16,68,75,5.14,PE,1699214961
490,toba,34.4833,136.85,21.72,88,55,0.89,JP,1699214961
491,gladbeck,51.5667,6.9833,11.55,86,49,7.15,DE,1699214962
492,coxen hole,16.3244,-86.5366,26.6,83,75,6.17,HN,1699214962
493,saint george's,12.0564,-61.7485,28.61,74,76,5.41,GD,1699214962
494,leticia,-4.2153,-69.9406,30.03,74,40,3.6,CO,1699214962
495,darwin,-12.4611,130.8418,27.99,78,75,1.54,AU,1699214962
496,juneau,58.3019,-134.4197,6.0,95,100,2.06,US,1699214962
497,argo,37.6333,22.7333,17.1,71,3,1.95,GR,1699214939
498,ugoofaaru,5.6667,73.0,27.62,72,100,2.56,MV,1699214963
499,west melbourne,28.0717,-80.6534,26.64,49,0,8.23,US,1699214963
500,kokopo,-4.352,152.2633,25.05,87,97,1.41,PG,1699214963
501,mccook,40.2019,-100.6257,22.25,39,0,5.14,US,1699214964
502,mitu,1.1983,-70.1733,31.06,56,50,0.09,CO,1699214964
503,flin flon,54.7682,-101.865,-1.78,86,100,4.89,CA,1699214917
504,qamdo,31.1667,97.2333,-9.13,29,3,0.77,CN,1699214964
505,klaksvik,62.2266,-6.589,8.51,88,95,4.44,FO,1699214964
506,ixtapa,20.7,-105.2,31.24,74,75,5.66,MX,1699214953
507,santa elena de uairen,4.6167,-61.1333,30.04,39,100,2.57,VE,1699214965
508,balabac,7.9868,117.0645,28.04,78,59,4.62,PH,1699214965
509,kloulklubed,7.0419,134.2556,28.42,74,100,2.46,PW,1699214965
510,malpica,43.3228,-8.8105,12.96,71,99,7.99,ES,1699214965
511,goz beida,13.95,20.55,29.48,15,5,4.3,TD,1699214966
512,leinefelde-worbis,51.3833,10.3333,9.49,78,90,10.06,DE,1699214966
513,pandan,14.0453,124.1694,26.52,87,56,2.69,PH,1699214966
514,murzuq,25.9155,13.9184,22.65,19,0,1.14,LY,1699214967
515,pangoa,-12.1167,-73.0,30.11,54,99,1.56,PE,1699214967
516,karaton,-6.3424,106.1045,23.97,91,71,0.86,ID,1699214967
517,soran,49.78,72.8506,-2.73,69,13,3.73,KZ,1699214968
518,sechura,-5.5569,-80.8222,25.81,55,71,7.87,PE,1699214808
519,new plymouth,-39.0667,174.0833,12.4,71,20,1.11,NZ,1699214738
520,tambo,-14.8,-73.9167,9.44,48,100,3.91,PE,1699214968
521,mugia,43.1041,-9.2179,13.28,71,59,9.62,ES,1699214969
522,saint cloud,45.5608,-94.1625,13.0,75,0,4.63,US,1699214893
523,souillac,-20.5167,57.5167,23.83,82,52,3.79,MU,1699214969
524,machico,32.7,-16.7667,20.4,73,40,3.09,PT,1699214969
525,lorengau,-2.0226,147.2712,26.61,84,53,1.61,PG,1699214969
526,prince rupert,54.3161,-130.3201,10.05,93,100,4.12,CA,1699214970
527,masuguru,-11.3667,38.4167,27.44,63,88,3.39,TZ,1699214671
528,barbastro,42.0356,0.1269,11.3,64,52,3.87,ES,1699214970
529,mildura,-34.2,142.15,16.7,48,100,1.28,AU,1699214938
530,sao tome,0.3365,6.7273,26.58,86,28,3.1,ST,1699214970
531,rauma,61.1272,21.5113,6.02,92,100,3.6,FI,1699214970
532,papao,-17.75,-149.55,28.82,82,10,3.68,PF,1699214971
533,media luna,20.1419,-77.435,28.39,72,96,2.33,CU,1699214971
534,novodvinsk,64.4165,40.8122,3.21,99,100,5.48,RU,1699214971
535,tsiroanomandidy,-18.7667,46.0333,21.86,73,85,3.02,MG,1699214971
536,chorbane,35.2858,10.3858,20.28,61,0,6.3,TN,1699214972
537,gwalior,26.2236,78.1792,22.13,34,0,2.64,IN,1699214972
538,griffith,41.5284,-87.4237,16.81,51,0,4.12,US,1699214972
539,hang dong,18.687,98.9194,24.0,94,0,1.03,TH,1699214972
540,sumbawa besar,-8.5,117.4333,22.62,82,41,1.77,ID,1699214972
541,hrodna,53.6884,23.8258,8.13,97,100,1.44,BY,1699214972
542,bucerias,20.75,-105.3333,31.66,74,75,5.66,MX,1699214973
543,mathba,22.2855,89.9629,21.8,75,12,2.52,BD,1699214973
544,tabou,4.423,-7.3528,25.96,86,3,2.25,CI,1699214973
545,mammoth lakes,37.6485,-118.9721,16.4,34,0,7.72,US,1699214973
546,lokhvytsya,50.3678,33.2602,10.9,79,48,5.64,UA,1699214973
547,krasnobrodskiy,54.1581,86.4486,-6.7,90,100,4.21,RU,1699214974
548,tres arroyos,-38.3739,-60.2798,26.99,28,76,7.21,AR,1699214923
549,krasnokamensk,50.0979,118.0369,-15.57,65,0,1.65,RU,1699214974
550,salym,60.0625,71.4789,-6.44,92,53,3.36,RU,1699214974
551,show low,34.2542,-110.0298,22.27,19,0,6.69,US,1699214717
552,malango,-2.9627,119.9001,17.95,81,41,1.23,ID,1699214974
553,buncrana,55.1333,-7.45,7.87,91,94,2.85,IE,1699214881
554,inyati,-19.6756,28.8469,24.59,34,34,4.37,ZW,1699214975
555,loango,-4.6719,11.8312,25.49,86,100,1.66,CG,1699214975
556,summerside,46.3959,-63.7876,5.94,65,96,5.68,CA,1699214975
557,san andres del rabanedo,42.6117,-5.6167,8.77,88,75,7.2,ES,1699214975
558,carauari,-4.8828,-66.8958,29.21,74,82,1.91,BR,1699214976
559,jeddah,21.5169,39.2192,29.92,70,0,4.12,SA,1699214775
560,karratha,-20.7377,116.8463,30.46,57,91,0.18,AU,1699214722
561,pyhajarvi,67.0701,27.2176,-0.04,99,100,1.4,FI,1699214976
562,stiens,53.2623,5.7577,11.99,85,75,7.72,NL,1699214976
563,rawson,-43.3002,-65.1023,19.98,38,97,4.73,AR,1699214976
564,las veredas,23.1388,-109.7075,29.42,53,100,4.12,MX,1699214977
